Event,Type,Net,Length,Maturity,Board,Dorsal,Lateral
79,RMT8,1,28,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,28,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,31,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,32,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,26,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,26,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,24,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,29,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,23,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,20,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,29,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,34,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,22,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,24,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,32,J,2,DSC_0065.TIFF,DSC_0064.TIFF
79,RMT8,1,32,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,26,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,28,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,27,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,29,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,31,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,32,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,25,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,27,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,25,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,25,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,26,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,1,31,J,3,DSC_0074.TIFF,DSC_0073.TIFF
79,RMT8,2,31,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,29,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,31,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,28,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,29,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,32,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,25,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,26,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,28,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,29,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,25,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,28,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,29,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,31,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,24,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,32,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,24,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,28,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,26,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,31,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,26,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,29,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,27,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,32,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,28,J,1,DSC_0061.TIFF,DSC_0060.TIFF
79,RMT8,2,34,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,32,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,31,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,33,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,31,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,32,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,29,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,31,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,27,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,31,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,26,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,30,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,28,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,34,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,37,MS2,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,29,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,30,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,27,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,33,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,30,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,29,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,34,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,25,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,26,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,28,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,34,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,23,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,24,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,33,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,32,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,33,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,32,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,33,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,30,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,28,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,22,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,26,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,27,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,31,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,27,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,29,J,2,DSC_0068.TIFF,DSC_0067.TIFF
79,RMT8,2,30,J,2,DSC_0068.TIFF,DSC_0067.TIFF
106,RMT8,1,53,FA2,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,27,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,26,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,27,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,28,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,36,MS1,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,31,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,31,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,27,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,28,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,31,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,25,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,25,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,26,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,21,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,26,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,28,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,25,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,26,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,50,MA2,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,34,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,29,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,47,MA2,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,31,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,26,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,30,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,28,J,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,33,MS1,1,DSC_0080.TIFF,DSC_0077.TIFF
106,RMT8,1,53,FA2,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,28,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,34,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,37,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,36,FS1,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,32,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,40,MS1,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,33,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,28,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,26,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,26,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,32,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,33,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,34,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,37,MS1,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,37,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,32,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,22,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,28,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,37,MS3,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,56,FA4,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,34,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,32,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,28,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,MS1,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,22,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,27,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,24,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,28,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,31,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,29,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,1,30,J,2,DSC_0081.TIFF,DSC_0078.TIFF
106,RMT8,2,29,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,32,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,27,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,28,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,28,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,29,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,23,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,26,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,23,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,29,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,26,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,29,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,32,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,27,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,28,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,27,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,30,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,27,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,32,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,27,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,28,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,25,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,26,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,29,,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,30,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,27,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,26,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,29,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,31,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,32,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,26,J,1,DSC_0085.TIFF,DSC_0083.TIFF
106,RMT8,2,30,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,26,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,25,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,32,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,27,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,26,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,27,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,31,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,27,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,31,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,30,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,32,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,32,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,30,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,26,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,32,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,31,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,27,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,31,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,31,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,28,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,29,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,26,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,30,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,27,J,2,DSC_0086.TIFF,DSC_0084.TIFF
106,RMT8,2,32,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,33,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,27,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,31,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,31,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,35,MS1,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,31,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,31,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,28,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,26,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,30,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,30,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,29,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,26,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,23,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,28,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,30,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,31,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,28,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,26,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,30,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,22,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,28,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,28,J,3,DSC_0088.TIFF,DSC_0087.TIFF
106,RMT8,2,38,MS2,3,DSC_0088.TIFF,DSC_0087.TIFF
107,RMT8,1,29,J,3,DSC_0091.TIFF,DSC_0092.TIFF
107,RMT8,1,27,J,3,DSC_0091.TIFF,DSC_0092.TIFF
107,RMT8,1,30,J,3,DSC_0091.TIFF,DSC_0092.TIFF
107,RMT8,1,28,J,3,DSC_0091.TIFF,DSC_0092.TIFF
107,RMT8,1,31,J,3,DSC_0091.TIFF,DSC_0092.TIFF
107,RMT8,1,30,J,3,DSC_0091.TIFF,DSC_0092.TIFF
107,RMT8,1,29,J,3,DSC_0091.TIFF,DSC_0092.TIFF
